Category	Enrichment	Enrichment_std_error	Enrichment_p	Enrichment_p_fdr	Coefficient_z.score	finemapped_trait	n_LeadSNPs	Disease	NiceName	coarse_cluster
VCM_left_compact_2	12.2465786115622	2.90029343610201	5.76190242096012e-05	0.01	1.17463752276813	resint_SV_LA	11	resint_SV_LA	LAStrokeVolume	VCM
VCM_left_compact_3	10.9187084017885	2.77426103614921	0.000232417649030823	0.04	-0.265075443687739	resint_SV_LA	11	resint_SV_LA	LAStrokeVolume	VCM
VCM_right_trabecular	13.0895712414918	2.89431665468421	2.56620165587212e-05	0.004	1.26195398133142	resint_SV_LA	11	resint_SV_LA	LAStrokeVolume	VCM
VCM_right_compact	11.5717795586901	3.01250182082574	0.000263789608804675	0.045	-0.420931085239008	resint_SV_LA	11	resint_SV_LA	LAStrokeVolume	VCM
PF_1	15.4394831364844	3.75874649777449	3.91547969142587e-05	0.007	1.72389592869469	resint_SV_LA	11	resint_SV_LA	LAStrokeVolume	CoreConductionCells
PF_2	14.024952380413	3.33851187919668	0.000100791433166228	0.017	0.743785496718915	resint_SV_LA	11	resint_SV_LA	LAStrokeVolume	CoreConductionCells
AV_bundle_Tz	14.0113732535721	2.6803112756643	6.27323887396723e-06	0.001	1.28853334208207	resint_SV_LA	11	resint_SV_LA	LAStrokeVolume	TzConductionCells
VIC_free_segments_2	10.9968395169796	2.72168772789164	9.7117609911033e-05	0.017	1.60715360135263	resint_SV_LA	11	resint_SV_LA	LAStrokeVolume	FB
Pericytes_1	9.56260701249415	2.38605147953747	0.000166474673940741	0.028	0.859049153829838	resint_SV_LA	11	resint_SV_LA	LAStrokeVolume	MuralCells
SMC_1	9.80169125382972	2.28588542033439	0.00010107845282734	0.017	0.800950674825359	resint_SV_LA	11	resint_SV_LA	LAStrokeVolume	MuralCells
ACM_right_trabecular_2	10.7440283462669	2.66756208898519	0.00023480867917404	0.04	0.05254865439219	resint_SV_LV	35	resint_SV_LV	LVStrokeVolume	ACM
AV_bundle_Tz	13.492403420119	3.18096484555302	0.000163816271202388	0.028	1.64599640894549	resint_SV_LV	35	resint_SV_LV	LVStrokeVolume	TzConductionCells
Pericytes_1	9.84684924367286	2.21526605527049	5.20769763431852e-05	0.009	1.15786743619364	resint_SV_LV	35	resint_SV_LV	LVStrokeVolume	MuralCells
SMC_1	10.3727386572408	2.128076482649	1.57601717862401e-05	0.003	1.72113051797392	resint_SV_LV	35	resint_SV_LV	LVStrokeVolume	MuralCells
Epicardial_3	11.895744707393	2.93834850579548	0.000198408032629123	0.034	2.01067188314871	resint_SV_LV	35	resint_SV_LV	LVStrokeVolume	Epicardial
ACM_left_compact	8.93564716146869	2.10541040822286	0.000152521124354679	0.026	0.881308161225828	resint_max_aa_shortaxis_cm	286	resint_max_aa_shortaxis_cm	MaxAscendingAortaDiameter_JPv2	ACM
ACM_right_trabecular_2	10.1627039303173	2.16042911335687	1.95057878120273e-05	0.003	1.1643875674885	resint_max_aa_shortaxis_cm	286	resint_max_aa_shortaxis_cm	MaxAscendingAortaDiameter_JPv2	ACM
VCM_left_trabecular_2	10.829219689646	2.30110600500421	1.58701254457241e-05	0.003	1.10102228728007	resint_max_aa_shortaxis_cm	286	resint_max_aa_shortaxis_cm	MaxAscendingAortaDiameter_JPv2	VCM
VCM_left_trabecular_3	8.67898283328429	2.02480047304416	0.000145778571103863	0.025	-0.765942182292753	resint_max_aa_shortaxis_cm	286	resint_max_aa_shortaxis_cm	MaxAscendingAortaDiameter_JPv2	VCM
VCM_left_hybrid	9.98839036275509	2.14218907169806	3.63757997044101e-05	0.006	0.944917589078198	resint_max_aa_shortaxis_cm	286	resint_max_aa_shortaxis_cm	MaxAscendingAortaDiameter_JPv2	VCM
VCM_left_compact_1	9.91081190959977	2.25627377365824	6.99300025468001e-05	0.012	0.537702973990175	resint_max_aa_shortaxis_cm	286	resint_max_aa_shortaxis_cm	MaxAscendingAortaDiameter_JPv2	VCM
VCM_left_compact_2	10.3787481941214	2.32611560144727	5.17365631213215e-05	0.009	0.666562052596359	resint_max_aa_shortaxis_cm	286	resint_max_aa_shortaxis_cm	MaxAscendingAortaDiameter_JPv2	VCM
VCM_left_compact_3	10.5570818896369	2.55910325620179	0.000205872486809227	0.035	1.06132313303082	resint_max_aa_shortaxis_cm	286	resint_max_aa_shortaxis_cm	MaxAscendingAortaDiameter_JPv2	VCM
VCM_right_trabecular	9.5927517667046	2.17157662535376	6.4735216531156e-05	0.011	0.218679680549178	resint_max_aa_shortaxis_cm	286	resint_max_aa_shortaxis_cm	MaxAscendingAortaDiameter_JPv2	VCM
VCM_right_compact	8.50743387185704	2.04954242768992	0.00021515663779594	0.037	-1.27174213077054	resint_max_aa_shortaxis_cm	286	resint_max_aa_shortaxis_cm	MaxAscendingAortaDiameter_JPv2	VCM
AV_bundle	10.1242200757916	2.44416441576857	0.000145492742198641	0.025	0.794291733466353	resint_max_aa_shortaxis_cm	286	resint_max_aa_shortaxis_cm	MaxAscendingAortaDiameter_JPv2	CoreConductionCells
PF_1	11.5028819041346	2.7452199500281	0.00012700941049005	0.022	1.28428379888786	resint_max_aa_shortaxis_cm	286	resint_max_aa_shortaxis_cm	MaxAscendingAortaDiameter_JPv2	CoreConductionCells
AV_Tz	9.94494356317001	2.38644434375248	0.000160535026755299	0.027	1.16131714534444	resint_max_aa_shortaxis_cm	286	resint_max_aa_shortaxis_cm	MaxAscendingAortaDiameter_JPv2	NA
AV_bundle_Tz	10.5635503288505	2.47898939715245	9.82134411734239e-05	0.017	0.907864122480695	resint_max_aa_shortaxis_cm	286	resint_max_aa_shortaxis_cm	MaxAscendingAortaDiameter_JPv2	TzConductionCells
VCM_transition	11.1110211699286	2.62880567949972	0.000116455936089154	0.02	1.13856754820192	resint_max_aa_shortaxis_cm	286	resint_max_aa_shortaxis_cm	MaxAscendingAortaDiameter_JPv2	NA
Endocardial_VentricularEC_1	8.88528855009702	1.80722231946885	1.58030954811382e-05	0.003	1.00263944951231	resint_max_aa_shortaxis_cm	286	resint_max_aa_shortaxis_cm	MaxAscendingAortaDiameter_JPv2	Endocardial
Endocardial_VentricularEC_2	7.50514715278467	1.78886446298315	0.000280902425861069	0.048	-0.889486877504518	resint_max_aa_shortaxis_cm	286	resint_max_aa_shortaxis_cm	MaxAscendingAortaDiameter_JPv2	Endocardial
Endocardial_AtrialEC	8.12894330505009	1.86357700081361	0.000139379838048193	0.024	-0.462758378918765	resint_max_aa_shortaxis_cm	286	resint_max_aa_shortaxis_cm	MaxAscendingAortaDiameter_JPv2	Endocardial
Endocardial_AtrialSeptumEC_endocardial	8.4178213764964	1.90598346839338	0.000100754126284221	0.017	0.110224635215068	resint_max_aa_shortaxis_cm	286	resint_max_aa_shortaxis_cm	MaxAscendingAortaDiameter_JPv2	Endocardial
Endocardial_IFT_VEC	8.94999498085804	1.93900804712556	5.22686093366533e-05	0.009	0.722226638872789	resint_max_aa_shortaxis_cm	286	resint_max_aa_shortaxis_cm	MaxAscendingAortaDiameter_JPv2	Endocardial
Endocardial_OFT_VEC	8.28456694377894	1.51608546531066	1.9493607318555e-06	0	0.547741499928686	resint_max_aa_shortaxis_cm	286	resint_max_aa_shortaxis_cm	MaxAscendingAortaDiameter_JPv2	Endocardial
Endocaridal_AorticEC_endothelial	9.17413414363834	1.93817150744534	4.47854701739113e-05	0.008	0.451368252989198	resint_max_aa_shortaxis_cm	286	resint_max_aa_shortaxis_cm	MaxAscendingAortaDiameter_JPv2	Endocardial
CFB_progenitors	10.5829985500095	1.5861416979265	1.29793606394961e-08	0	0.326864998922002	resint_max_aa_shortaxis_cm	286	resint_max_aa_shortaxis_cm	MaxAscendingAortaDiameter_JPv2	FB
CFB_mature	10.3471235666092	1.63811390557432	6.61292425576612e-08	0	0.529182007318598	resint_max_aa_shortaxis_cm	286	resint_max_aa_shortaxis_cm	MaxAscendingAortaDiameter_JPv2	FB
CFB_atrium	11.0366744686647	1.77124274199592	1.37699841427214e-07	0	0.145461686313393	resint_max_aa_shortaxis_cm	286	resint_max_aa_shortaxis_cm	MaxAscendingAortaDiameter_JPv2	FB
CFB_DMP_1	12.8633090683589	1.93595020534108	5.49777218467188e-09	0	1.96554538095981	resint_max_aa_shortaxis_cm	286	resint_max_aa_shortaxis_cm	MaxAscendingAortaDiameter_JPv2	FB
CFB_DMP_2	13.0101672534503	2.44832486835529	9.8323143698966e-07	0	0.728498328447925	resint_max_aa_shortaxis_cm	286	resint_max_aa_shortaxis_cm	MaxAscendingAortaDiameter_JPv2	FB
CFB_DMP_3	10.8264290985979	2.12292604645727	3.32442941542116e-06	0.001	-0.15213719295709	resint_max_aa_shortaxis_cm	286	resint_max_aa_shortaxis_cm	MaxAscendingAortaDiameter_JPv2	FB
VIC_free_segments_1	9.77428684503245	1.95640514238681	1.10277440439943e-05	0.002	-0.138329621689884	resint_max_aa_shortaxis_cm	286	resint_max_aa_shortaxis_cm	MaxAscendingAortaDiameter_JPv2	FB
VIC_free_segments_2	9.1942110126859	1.92537598397624	2.50592063437104e-05	0.004	-1.06242211183807	resint_max_aa_shortaxis_cm	286	resint_max_aa_shortaxis_cm	MaxAscendingAortaDiameter_JPv2	FB
VIC_free_segments_3	11.2119818218293	2.09578829320457	1.41549329084086e-06	0	0.890742648911011	resint_max_aa_shortaxis_cm	286	resint_max_aa_shortaxis_cm	MaxAscendingAortaDiameter_JPv2	FB
VIC_NC_derived_mescenchyme	9.91009317392455	1.94081316796504	7.86504788104651e-06	0.001	-0.19526223517518	resint_max_aa_shortaxis_cm	286	resint_max_aa_shortaxis_cm	MaxAscendingAortaDiameter_JPv2	FB
VIC_valve_roots	9.16586551690776	1.68595167739721	1.48454988960202e-06	0	-0.55896219427709	resint_max_aa_shortaxis_cm	286	resint_max_aa_shortaxis_cm	MaxAscendingAortaDiameter_JPv2	FB
Pericytes_1	11.0218876967667	2.08710191934444	4.43251016673206e-06	0.001	0.336659809005977	resint_max_aa_shortaxis_cm	286	resint_max_aa_shortaxis_cm	MaxAscendingAortaDiameter_JPv2	MuralCells
Pericytes_2	10.1409299342017	2.0903594865022	2.01545078751454e-05	0.003	0.165199546761013	resint_max_aa_shortaxis_cm	286	resint_max_aa_shortaxis_cm	MaxAscendingAortaDiameter_JPv2	MuralCells
Pericytes_3	12.1100427214183	2.43195200200945	9.90611514345796e-06	0.002	1.18863494771446	resint_max_aa_shortaxis_cm	286	resint_max_aa_shortaxis_cm	MaxAscendingAortaDiameter_JPv2	MuralCells
SMC_1	14.4721260626265	2.17353510358751	6.22870610178476e-10	0	2.74105980004533	resint_max_aa_shortaxis_cm	286	resint_max_aa_shortaxis_cm	MaxAscendingAortaDiameter_JPv2	MuralCells
SMC_2	16.1364724552512	2.77572673799115	1.09775717786413e-07	0	2.70778949420767	resint_max_aa_shortaxis_cm	286	resint_max_aa_shortaxis_cm	MaxAscendingAortaDiameter_JPv2	MuralCells
VCM_left_trabecular_2	8.68215351947246	2.15895421252407	0.000262743584937755	0.045	-0.0460101093444056	resint_root	282	resint_root	AorticRootDiameter	VCM
VCM_left_trabecular_3	9.01134815253951	2.17337341693499	0.000186732485287854	0.032	0.801466575606274	resint_root	282	resint_root	AorticRootDiameter	VCM
VCM_left_compact_2	9.04710904395158	2.15739684781138	0.000138755000997292	0.024	0.557190552817957	resint_root	282	resint_root	AorticRootDiameter	VCM
AV_bundle_Tz	9.78939071136737	2.42141469851679	0.000190160837894881	0.032	1.66541727375639	resint_root	282	resint_root	AorticRootDiameter	TzConductionCells
Endocardial_VentricularEC_2	8.46063100578286	1.87643983382875	8.28368493685732e-05	0.014	0.3371852150107	resint_root	282	resint_root	AorticRootDiameter	Endocardial
Endocardial_AtrialEC	9.05793962147644	2.08898515235534	0.000114985090581306	0.02	0.544978358635257	resint_root	282	resint_root	AorticRootDiameter	Endocardial
Endocardial_OFT_VEC	9.41645018813936	1.83463904369108	5.139965085946e-06	0.001	1.5819226893506	resint_root	282	resint_root	AorticRootDiameter	Endocardial
Endocaridal_AorticEC_endothelial	9.10961252747713	2.06527498129707	0.000107742635549427	0.018	0.695396835383772	resint_root	282	resint_root	AorticRootDiameter	Endocardial
CFB_progenitors	8.23198569113982	1.58818612269215	7.17303140667335e-06	0.001	-1.53642844558993	resint_root	282	resint_root	AorticRootDiameter	FB
CFB_mature	9.36666611997416	1.72853266004618	4.28472881361282e-06	0.001	0.38963587085493	resint_root	282	resint_root	AorticRootDiameter	FB
CFB_atrium	10.9287632950192	1.93820445185988	6.61984386354923e-07	0	0.613360491148456	resint_root	282	resint_root	AorticRootDiameter	FB
CFB_DMP_1	10.6641087754826	1.82902830986801	2.7009750972285e-07	0	0.658208184447239	resint_root	282	resint_root	AorticRootDiameter	FB
CFB_DMP_2	11.4351374754996	2.3978507810368	2.63039493084662e-05	0.004	-0.0762851863985447	resint_root	282	resint_root	AorticRootDiameter	FB
CFB_DMP_3	11.8912892552362	2.11994986336451	3.89549618409968e-07	0	1.02178350588451	resint_root	282	resint_root	AorticRootDiameter	FB
CFB_OFT_1	10.0203759492018	2.15900127353683	7.32953432211533e-05	0.012	0.757350655404234	resint_root	282	resint_root	AorticRootDiameter	FB
CFB_OFT_2	8.47115302170065	1.95097447595532	0.000176880271140323	0.03	-0.704144382912781	resint_root	282	resint_root	AorticRootDiameter	FB
CFB_OFT_3	11.2415358475711	2.49791169510844	9.01342393890731e-05	0.015	1.37936794720673	resint_root	282	resint_root	AorticRootDiameter	FB
VIC_free_segments_1	10.1016076898624	1.88378296967089	2.19345639324423e-06	0	-0.105550319837247	resint_root	282	resint_root	AorticRootDiameter	FB
VIC_free_segments_2	8.61816747880917	1.89328320292069	8.44729184060862e-05	0.014	-1.48371103764555	resint_root	282	resint_root	AorticRootDiameter	FB
VIC_free_segments_3	12.5230938207507	2.03931177266315	3.33548432578243e-08	0	1.68469133379899	resint_root	282	resint_root	AorticRootDiameter	FB
VIC_NC_derived_mescenchyme	10.9951794842329	1.90060786057433	3.908199621117e-07	0	0.525560571764203	resint_root	282	resint_root	AorticRootDiameter	FB
VIC_valve_roots	9.89194657482084	1.9798307426891	4.42270201719692e-06	0.001	-0.125762233139233	resint_root	282	resint_root	AorticRootDiameter	FB
Pericytes_1	10.5620638244256	2.18635131404825	3.47197487178984e-05	0.006	0.338748424339804	resint_root	282	resint_root	AorticRootDiameter	MuralCells
Pericytes_3	11.6032459651899	2.52133272329291	8.6836625993232e-05	0.015	1.13024885557535	resint_root	282	resint_root	AorticRootDiameter	MuralCells
SMC_1	15.1565009559952	2.32453831529663	4.42104511204432e-09	0	2.65644829898811	resint_root	282	resint_root	AorticRootDiameter	MuralCells
SMC_2	17.0961220722803	2.97849947714701	6.35533752399223e-07	0	2.66002980889373	resint_root	282	resint_root	AorticRootDiameter	MuralCells
VCM_left_trabecular_2	9.86870345969568	2.37895723065162	0.000132821022740011	0.023	0.73701602807989	taad_metal	285	taad_metal	ThoracicAorticAneurysm	VCM
VCM_left_compact_2	9.73088563677483	2.37829822116832	0.000216469591756598	0.037	0.842350844447616	taad_metal	285	taad_metal	ThoracicAorticAneurysm	VCM
Endocardial_OFT_VEC	8.02210309427763	1.67154003550542	2.55954192909431e-05	0.004	0.849343505023432	taad_metal	285	taad_metal	ThoracicAorticAneurysm	Endocardial
CFB_progenitors	9.1009467160089	1.66647859481212	3.42107850511122e-06	0.001	-0.888549207715791	taad_metal	285	taad_metal	ThoracicAorticAneurysm	FB
CFB_mature	10.2527062699983	1.92182676541852	6.18715772535677e-06	0.001	0.705498757326669	taad_metal	285	taad_metal	ThoracicAorticAneurysm	FB
CFB_atrium	11.6460895451939	1.9911918055661	4.60683606238568e-07	0	0.800700226111324	taad_metal	285	taad_metal	ThoracicAorticAneurysm	FB
CFB_DMP_1	11.3333488621171	1.8912582992925	1.5278768467725e-07	0	0.856571363444099	taad_metal	285	taad_metal	ThoracicAorticAneurysm	FB
CFB_DMP_2	13.0177204120176	2.85418239490207	3.43813415724839e-05	0.006	0.765034533725868	taad_metal	285	taad_metal	ThoracicAorticAneurysm	FB
CFB_DMP_3	11.5867106228983	2.41709193766482	1.43614683202867e-05	0.002	0.597174417055554	taad_metal	285	taad_metal	ThoracicAorticAneurysm	FB
VIC_free_segments_1	9.47038327755778	2.09033352359311	7.31541167087932e-05	0.012	-0.209177613180362	taad_metal	285	taad_metal	ThoracicAorticAneurysm	FB
VIC_free_segments_2	8.74953191220722	1.95938899354225	0.000114853936271912	0.02	-1.11686156456518	taad_metal	285	taad_metal	ThoracicAorticAneurysm	FB
VIC_free_segments_3	11.5008223332648	2.26446848030768	6.22957389573375e-06	0.001	1.16413204487262	taad_metal	285	taad_metal	ThoracicAorticAneurysm	FB
VIC_NC_derived_mescenchyme	10.1281366723065	2.0496269194778	2.28877686258948e-05	0.004	0.183078500489325	taad_metal	285	taad_metal	ThoracicAorticAneurysm	FB
VIC_valve_roots	8.9384469306361	1.79644980152024	1.11120920242935e-05	0.002	-0.450100920488835	taad_metal	285	taad_metal	ThoracicAorticAneurysm	FB
Pericytes_1	10.3036394955378	2.42402919880562	0.000250583109462353	0.043	-0.104417667628535	taad_metal	285	taad_metal	ThoracicAorticAneurysm	MuralCells
Pericytes_2	9.6691464447123	2.17514839473169	0.000149970539114226	0.025	-0.00535718940460788	taad_metal	285	taad_metal	ThoracicAorticAneurysm	MuralCells
Pericytes_3	12.0861698314449	2.60788697185372	6.95220890596903e-05	0.012	1.31439552623149	taad_metal	285	taad_metal	ThoracicAorticAneurysm	MuralCells
SMC_1	14.4803821427822	2.26827000664284	5.67075754533069e-09	0	2.60531284809947	taad_metal	285	taad_metal	ThoracicAorticAneurysm	MuralCells
SMC_2	16.2128839344144	2.99968740865735	2.00825356840052e-06	0	2.54177330438664	taad_metal	285	taad_metal	ThoracicAorticAneurysm	MuralCells
VCM_left_trabecular_1	7.60991748625383	1.70245285243621	0.000168866977515511	0.029	2.0421049671263	as_metal	168	as_metal	AorticStenosis	VCM
SAN_head	8.73944382707783	2.05654919199211	0.00016972562327154	0.029	2.00988285645179	as_metal	168	as_metal	AorticStenosis	CoreConductionCells
PF_1	9.72982465882721	2.27488208727145	0.000132632744331855	0.023	2.19813221130113	as_metal	168	as_metal	AorticStenosis	CoreConductionCells
AV_bundle_Tz	8.69555297347819	1.99270310774096	0.000234278809280001	0.04	1.72030721272752	as_metal	168	as_metal	AorticStenosis	TzConductionCells
Endocardial_IFT_VEC	7.83281645881865	1.92603655369758	0.000245614999164968	0.042	1.11252371602633	as_metal	168	as_metal	AorticStenosis	Endocardial
CFB_mature	6.42798495328004	1.45310924841253	0.000122596602814849	0.021	0.118769605201325	as_metal	168	as_metal	AorticStenosis	FB
CFB_atrium	6.97666047128114	1.63730706208569	0.000214328940896017	0.036	0.43268541489555	as_metal	168	as_metal	AorticStenosis	FB
VIC_free_segments_1	9.53793429136692	2.28345987820359	0.000258948089891765	0.044	1.36054260216366	as_metal	168	as_metal	AorticStenosis	FB
VIC_free_segments_3	10.0009066862307	2.45616732387002	0.000221506077458818	0.038	1.7549116035491	resint_AVACM2	105	resint_AVACM2	AorticValveArea	FB
SMC_1	9.27290148061351	1.88627598560101	1.13388124106547e-05	0.002	2.29251932359643	resint_AVACM2	105	resint_AVACM2	AorticValveArea	MuralCells
VCM_left_trabecular_1	7.70625157044238	1.76290111597066	0.000181722360329119	0.031	1.86229361647673	resint_peak_velocity_aa	120	resint_peak_velocity_aa	AorticValvePeakVelocity	VCM
SAN_head	8.86771037308713	2.38885946729293	0.000127597614894831	0.022	2.17710626833324	resint_peak_velocity_aa	120	resint_peak_velocity_aa	AorticValvePeakVelocity	CoreConductionCells
Endocardial_IFT_VEC	7.85594773483639	2.22624324359647	0.000222511505333915	0.038	1.4846099388943	resint_peak_velocity_aa	120	resint_peak_velocity_aa	AorticValvePeakVelocity	Endocardial
CFB_mature	6.4851748044295	1.84098236838919	0.000252747934592959	0.043	1.04783852027458	resint_peak_velocity_aa	120	resint_peak_velocity_aa	AorticValvePeakVelocity	FB
VIC_free_segments_1	8.87730119994957	2.37167977617255	0.000183492380357346	0.031	1.65003763883949	resint_peak_velocity_aa	120	resint_peak_velocity_aa	AorticValvePeakVelocity	FB
SMC_1	7.79032066592141	2.1185058417593	8.13647796211117e-05	0.014	1.86273367971482	resint_peak_velocity_aa	120	resint_peak_velocity_aa	AorticValvePeakVelocity	MuralCells
VCM_left_trabecular_1	7.83347762958909	1.77772988735544	0.000143255387808104	0.024	1.88040552252357	resint_systole_pos_MeanPeakGradientMMHg_aa	111	resint_systole_pos_MeanPeakGradientMMHg_aa	AorticVavleMeanGradient	VCM
SAN_head	8.98109193924046	2.47072403087659	0.000154579515488859	0.026	2.14865824528301	resint_systole_pos_MeanPeakGradientMMHg_aa	111	resint_systole_pos_MeanPeakGradientMMHg_aa	AorticVavleMeanGradient	CoreConductionCells
CFB_mature	6.57089482899388	1.88110724787969	0.000208495824779718	0.035	1.20443356340481	resint_systole_pos_MeanPeakGradientMMHg_aa	111	resint_systole_pos_MeanPeakGradientMMHg_aa	AorticVavleMeanGradient	FB
VIC_free_segments_1	8.84625015219594	2.4021253708965	0.000203470364321336	0.035	1.65064930146195	resint_systole_pos_MeanPeakGradientMMHg_aa	111	resint_systole_pos_MeanPeakGradientMMHg_aa	AorticVavleMeanGradient	FB
SMC_1	7.66566529779232	2.14763992617935	0.000117416699183145	0.02	1.74486110120507	resint_systole_pos_MeanPeakGradientMMHg_aa	111	resint_systole_pos_MeanPeakGradientMMHg_aa	AorticVavleMeanGradient	MuralCells
